S No,PS No,LOCATION,Nature,Refined PS,Year,Election,Party,Alliance,Votes
2686,234,ஆயங்குடி,வருவாய் கிராமம் ,234,2019,LS,VCK,DMK+,559
2687,235,ஆயங்குடி,வருவாய் கிராமம் ,235,2019,LS,VCK,DMK+,487
2688,236,ஆயங்குடி,வருவாய் கிராமம் ,236,2019,LS,VCK,DMK+,532
2689,237,குணவாசல்,வருவாய் கிராமம் ,237,2019,LS,VCK,DMK+,387
2690,238,குணவாசல்,வருவாய் கிராமம் ,238,2019,LS,VCK,DMK+,250
2691,239,ஓமாம்புலியூர்,வருவாய் கிராமம் ,239,2019,LS,VCK,DMK+,265
2692,240,ஓமாம்புலியூர்,வருவாய் கிராமம் ,240,2019,LS,VCK,DMK+,358
2693,241,முட்டம்,வருவாய் கிராமம் ,241,2019,LS,VCK,DMK+,805
2694,242,முட்டம்,வருவாய் கிராமம் ,242,2019,LS,VCK,DMK+,572
2695,243,கருப்பேரி,வருவாய் கிராமம் ,243,2019,LS,VCK,DMK+,531
2696,244,கானாட்டாம்புலியூர்,வருவாய் கிராமம் ,244,2019,LS,VCK,DMK+,423
2697,245,ஆழங்காத்தான்,வருவாய் கிராமம் ,245,2019,LS,VCK,DMK+,253
2698,246,ஆழங்காத்தான்,வருவாய் கிராமம் ,246,2019,LS,VCK,DMK+,206
2699,247,ம.புளியங்குடி,வருவாய் கிராமம் ,247,2019,LS,VCK,DMK+,303
2700,248,ம.அரசூர்,வருவாய் கிராமம் ,248,2019,LS,VCK,DMK+,459
2701,249,வெள்ளூர்,வருவாய் கிராமம் ,249,2019,LS,VCK,DMK+,137
2702,250,சி.அரசூர்,வருவாய் கிராமம் ,250,2019,LS,VCK,DMK+,379
2173,1,ஆனந்தகுடி,வருவாய் கிராமம் ,1,2016,SE,VCK,VCK,72
2174,2,கொக்கரசன்பேட்டை,வருவாய் கிராமம் ,2,2016,SE,VCK,VCK,217
2175,3,மதகளிர் மாணிக்கம்,வருவாய் கிராமம் ,3,2016,SE,VCK,VCK,169
2176,4,எசனூர்,வருவாய் கிராமம் ,4,2016,SE,VCK,VCK,136
2177,5,குணமங்கலம்,வருவாய் கிராமம் ,5,2016,SE,VCK,VCK,341
2178,6,குணமங்கலம்,வருவாய் கிராமம் ,6,2016,SE,VCK,VCK,60
2179,7,குணமங்கலம்,வருவாய் கிராமம் ,7,2016,SE,VCK,VCK,12
2180,8,கள்ளிப்பாடி,வருவாய் கிராமம் ,8,2016,SE,VCK,VCK,214
2181,9,ஸ்ரீபுத்தூர்,வருவாய் கிராமம் ,9,2016,SE,VCK,VCK,131
2182,10,அம்புஜவல்லி பேட்டை,வருவாய் கிராமம் ,10,2016,SE,VCK,VCK,216
2183,11,நகரப்பாடி,வருவாய் கிராமம் ,11,2016,SE,VCK,VCK,265
2184,12,ஸ்ரீ நெடுஞ்சேரி,வருவாய் கிராமம் ,12,2016,SE,VCK,VCK,261
2185,13,ஸ்ரீ நெடுஞ்சேரி,வருவாய் கிராமம் ,13,2016,SE,VCK,VCK,411
2186,14,கூடலையாத்தூர்,வருவாய் கிராமம் ,14,2016,SE,VCK,VCK,146
2187,15,காவாலக்குடி,வருவாய் கிராமம் ,15,2016,SE,VCK,VCK,304
2188,16,காவாலக்குடி,வருவாய் கிராமம் ,16,2016,SE,VCK,VCK,18
2189,17,முடிகண்டநல்லூர்,வருவாய் கிராமம் ,17,2016,SE,VCK,VCK,66
2190,18,முடிகண்டநல்லூர்,வருவாய் கிராமம் ,18,2016,SE,VCK,VCK,601
2191,19,மழவராயநல்லூர்,வருவாய் கிராமம் ,19,2016,SE,VCK,VCK,203
2192,20,மழவராயநல்லூர்,வருவாய் கிராமம் ,20,2016,SE,VCK,VCK,276
2193,21,குமாரக்குடி,வருவாய் கிராமம் ,21,2016,SE,VCK,VCK,410
2194,22,குமாரக்குடி,வருவாய் கிராமம் ,22,2016,SE,VCK,VCK,298
2195,23,கோதண்டவிளாகம்,வருவாய் கிராமம் ,23,2016,SE,VCK,VCK,406
2196,24,நங்குடி,வருவாய் கிராமம் ,25,2016,SE,VCK,VCK,29
2197,25,விழுபெருந்துறை,வருவாய் கிராமம் ,26,2016,SE,VCK,VCK,243
2198,26,வட்டத்தூர்,வருவாய் கிராமம் ,27,2016,SE,VCK,VCK,6
2199,27,வட்டத்தூர்,வருவாய் கிராமம் ,28,2016,SE,VCK,VCK,160
2200,28,நந்தீஸ்வரமங்கலம்,வருவாய் கிராமம் ,29,2016,SE,VCK,VCK,186
2201,29,நந்தீஸ்வரமங்கலம்,வருவாய் கிராமம் ,30,2016,SE,VCK,VCK,121
2202,30,வலசக்காடு,வருவாய் கிராமம் ,31,2016,SE,VCK,VCK,17
2203,31,வலசக்காடு,வருவாய் கிராமம் ,32,2016,SE,VCK,VCK,235
2204,32,பேரூர்,வருவாய் கிராமம் ,33,2016,SE,VCK,VCK,414
2205,33,பேரூர்,வருவாய் கிராமம் ,34,2016,SE,VCK,VCK,19
2206,34,கானூர்,வருவாய் கிராமம் ,35,2016,SE,VCK,VCK,39
2207,35,கானூர்,வருவாய் கிராமம் ,36,2016,SE,VCK,VCK,227
2208,36,சாத்தவட்டம்,வருவாய் கிராமம் ,37,2016,SE,VCK,VCK,121
2209,37,தேத்தாம்பட்டு,வருவாய் கிராமம் ,38,2016,SE,VCK,VCK,273
2210,38,தேத்தாம்பட்டு,வருவாய் கிராமம் ,39,2016,SE,VCK,VCK,34
2211,39,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,40,2016,SE,VCK,VCK,130
2212,40,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,41,2016,SE,VCK,VCK,119
2213,41,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,42,2016,SE,VCK,VCK,42
2214,42,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,43,2016,SE,VCK,VCK,23
2215,43,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,44,2016,SE,VCK,VCK,31
2216,44,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,45,2016,SE,VCK,VCK,25
2217,45,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,46,2016,SE,VCK,VCK,266
2218,46,ஸ்ரீ புதுக்குப்பம்,வருவாய் கிராமம் ,47,2016,SE,VCK,VCK,34
2219,47,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,48,2016,SE,VCK,VCK,30
2220,48,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,49,2016,SE,VCK,VCK,30
2221,49,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,50,2016,SE,VCK,VCK,58
2222,50,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,51,2016,SE,VCK,VCK,54
2223,51,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,52,2016,SE,VCK,VCK,85
2224,52,மேல்புளியங்குடி,வருவாய் கிராமம் ,53,2016,SE,VCK,VCK,142
2225,53,மேல்புளியங்குடி,வருவாய் கிராமம் ,54,2016,SE,VCK,VCK,129
2226,54,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,55,2016,SE,VCK,VCK,224
2227,55,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,56,2016,SE,VCK,VCK,30
2228,56,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,57,2016,SE,VCK,VCK,18
2229,57,நாச்சியார்பேட்டை,வருவாய் கிராமம் ,58,2016,SE,VCK,VCK,229
2230,58,கொழை,வருவாய் கிராமம் ,59,2016,SE,VCK,VCK,14
2231,59,கொழை,வருவாய் கிராமம் ,60,2016,SE,VCK,VCK,7
2232,60,கொழை,வருவாய் கிராமம் ,61,2016,SE,VCK,VCK,179
2233,61,கொழை,வருவாய் கிராமம் ,62,2016,SE,VCK,VCK,18
2234,62,வாளிஸ்பேட்டை,வருவாய் கிராமம் ,63,2016,SE,VCK,VCK,212
2235,63,ராமாபுரம்,வருவாய் கிராமம் ,64,2016,SE,VCK,VCK,16
2236,64,ராமாபுரம்,வருவாய் கிராமம் ,65,2016,SE,VCK,VCK,97
2237,65,தண்டகாரன்குப்பம்,வருவாய் கிராமம் ,66,2016,SE,VCK,VCK,48
2238,66,பாளையங்கோட்டை,வருவாய் கிராமம் ,67,2016,SE,VCK,VCK,16
2239,67,பாளையங்கோட்டை,வருவாய் கிராமம் ,68,2016,SE,VCK,VCK,20
2240,68,பாளையங்கோட்டை,வருவாய் கிராமம் ,69,2016,SE,VCK,VCK,35
2241,69,பாளையங்கோட்டை,வருவாய் கிராமம் ,70,2016,SE,VCK,VCK,34
2242,70,வடக்குப்பாளையம்,வருவாய் கிராமம் ,71,2016,SE,VCK,VCK,364
2243,71,வடக்குப்பாளையம்,வருவாய் கிராமம் ,72,2016,SE,VCK,VCK,356
2244,72,வடக்குப்பாளையம்,வருவாய் கிராமம் ,73,2016,SE,VCK,VCK,230
2245,73,வடக்குப்பாளையம்,வருவாய் கிராமம் ,74,2016,SE,VCK,VCK,280
2246,74,சோழத்தரம்,வருவாய் கிராமம் ,75,2016,SE,VCK,VCK,19
2247,75,சோழத்தரம்,வருவாய் கிராமம் ,76,2016,SE,VCK,VCK,20
2248,76,சோழத்தரம்,வருவாய் கிராமம் ,77,2016,SE,VCK,VCK,407
2249,77,சோழத்தரம்,வருவாய் கிராமம் ,78,2016,SE,VCK,VCK,253
2250,78,சோழத்தரம்,வருவாய் கிராமம் ,79,2016,SE,VCK,VCK,290
2251,79,புடையூர்,வருவாய் கிராமம் ,80,2016,SE,VCK,VCK,206
2252,80,புடையூர்,வருவாய் கிராமம் ,81,2016,SE,VCK,VCK,286
2253,81,கலியமலை,வருவாய் கிராமம் ,82,2016,SE,VCK,VCK,270
2254,82,பூர்த்தங்குடி,வருவாய் கிராமம் ,83,2016,SE,VCK,VCK,86
2255,83,கந்தகுமாரன்,வருவாய் கிராமம் ,84,2016,SE,VCK,VCK,231
2256,84,ம. உத்தமசோழகன்,வருவாய் கிராமம் ,85,2016,SE,VCK,VCK,152
2257,85,கொள்ளுமேடு,வருவாய் கிராமம் ,86,2016,SE,VCK,VCK,122
2258,86,கொள்ளுமேடு,வருவாய் கிராமம் ,87,2016,SE,VCK,VCK,64
2259,87,இராயநல்லூர்,வருவாய் கிராமம் ,88,2016,SE,VCK,VCK,218
2260,88,ம. கொத்தங்குடி,வருவாய் கிராமம் ,89,2016,SE,VCK,VCK,249
2261,89,டி. புத்தூர்,வருவாய் கிராமம் ,90,2016,SE,VCK,VCK,166
2262,90,ஆட்கொண்டநத்தம்,வருவாய் கிராமம் ,91,2016,SE,VCK,VCK,270
2263,91,ஆட்கொண்டநத்தம்,வருவாய் கிராமம் ,92,2016,SE,VCK,VCK,332
2264,92,செட்டிக்கட்டளை,வருவாய் கிராமம் ,93,2016,SE,VCK,VCK,551
2265,93,வடமூர்,வருவாய் கிராமம் ,94,2016,SE,VCK,VCK,354
2266,94,பரிவிளாகம்,வருவாய் கிராமம் ,95,2016,SE,VCK,VCK,431
2267,95,தெம்மூர்,வருவாய் கிராமம் ,96,2016,SE,VCK,VCK,146
2268,96,தெம்மூர்,வருவாய் கிராமம் ,97,2016,SE,VCK,VCK,237
2269,97,கூடுவெளிச்சாவடி,வருவாய் கிராமம் ,98,2016,SE,VCK,VCK,144
2270,98,கூடுவெளி,வருவாய் கிராமம் ,99,2016,SE,VCK,VCK,212
2271,99,மெய்யாத்தூர்,வருவாய் கிராமம் ,100,2016,SE,VCK,VCK,171
2272,100,மெய்யாத்தூர்,வருவாய் கிராமம் ,101,2016,SE,VCK,VCK,20
2273,101,கீழக்கரை,வருவாய் கிராமம் ,103,2016,SE,VCK,VCK,232
2274,102,நந்திமங்கலம்,வருவாய் கிராமம் ,104,2016,SE,VCK,VCK,364
2275,103,நளம்புத்தூர்,வருவாய் கிராமம் ,105,2016,SE,VCK,VCK,158
2276,104,அத்திப்பட்டு,வருவாய் கிராமம் ,106,2016,SE,VCK,VCK,280
